eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords
2-s2.0-105021581199,10.25103/jestr.185.17,Enhanced MPPT for Solar PV Systems under Non-Uniform Irradiance Using Improved PSO Algorithm,2025,Journal of Engineering Science and Technology Review,17919320,18,5,170-180,Article,Ansari A.S.,,,Integral University;Govt Polytechnic,India;India,0,1,
2-s2.0-105024220328,10.1002/2475-8876.70059,Impact of Time Interval Settings on Energy Simulation Outcomes and Solar Shading Operations Using Minute-Interval Weather Data for Building Design,2025,Japan Architectural Review,,8,1,,Article,Srisamranrungruang T.,,,Meiji University,Japan,0,1,
2-s2.0-85211916172,10.1007/s12273-024-1211-9,Adaptive blind control strategy based on iterative optimization to minimize cooling and lighting demands in office space,2025,Building Simulation,19963599,18,1,207-223,Article,Zhang S.,,,South China University of Technology,China,7,0,
2-s2.0-105022788070,10.47556/J.WJSTSD.20.4.2025.1,The Multi-Objective Optimisation for Energy Consumption and Daylight of Office Buildings in London: Meshed Façade Energy Study,2025,World Journal of Science Technology and Sustainable Development,20425945,20,4,297-337,Article,Elhussein S.,,,I Design,United Kingdom,0,0,
2-s2.0-105029224768,10.56620/RM.2025.4.128-144,Russian Music in Marc-André Hamelin’s Performing Practice (Part 1),2025,Russian Musicology,,2025,4,128-144,Article,Sukhorukova I.I.,,,Gnesin Russian Academy of Music,Russian Federation,0,1,
2-s2.0-105006714589,10.1109/ACCESS.2025.3572554,Enhanced ANN-Based MPPT for Photovoltaic Systems: Integrating Metaheuristic and Analytical Algorithms for Optimal Performance Under Partial Shading,2025,IEEE Access,,13,,92783-92799,Article,Demirci A.,,,Yıldız Teknik Üniversitesi,Turkey,17,1,
2-s2.0-85204129153,10.1007/s43393-024-00300-9,"Photobioreactor facade panels: enhancing comfort, reducing energy use, and capturing carbon in temperate continental climates",2025,Systems Microbiology and Biomanufacturing,26627655,5,1,357-370,Article,Yaman Y.,,,Dokuz Eylül Üniversitesi,Turkey,6,0,
2-s2.0-85216800372,10.1111/ppl.70103,Different performance of tea plants to shade based on key metabolites and transcriptome profiles: case study of cultivars Longjing 43 and Yabukita,2025,Physiologia Plantarum,00319317,177,1,,Article,Li W.X.,,,Zhejiang University Tea Research Institute,China,7,0,
2-s2.0-105009507103,10.1080/23744731.2025.2511560,Parametric model development for building input variables for lighting and shading controls for different building form factors,2025,Science and Technology for the Built Environment,23744731,31,7,806-839,Article,Vanage S.,,,College of Engineering,United States,0,1,
2-s2.0-105028678744,10.63746/njtd.v22i5.3640,Power Performance Analysis in Off-Grid Photovoltaic Battery System with ANFIS-FL Based MPPT Under Partial Shading Effects,2025,Nigerian Journal of Technological Development,01899546,22,5,196-209,Article,Boudaoud A.,,,Université Sultan Moulay Slimane,Morocco,0,0,
2-s2.0-105013473853,10.1080/00038628.2025.2545320,Examining thermal comfort in open spaces in higher education settings in hot climate regions–Mosul as a case study,2025,Architectural Science Review,00038628,,,,Article,Al-Yozbakee H.,,,Northern Technical University,Iraq,2,1,
2-s2.0-105017231180,10.2528/PIERB25041101,Intelligent MPPT Framework with Reinforcement Learning and Dynamic Search Region Optimization for Photovoltaic Systems Under Variable Environmental Conditions,2025,Progress in Electromagnetics Research B,19376472,112,,89-103,Article,Lei X.,,,Chongqing Polytechnic University of Electronic Technology,China,0,1,
2-s2.0-105028385399,10.31763/ijrcs.v5i6.2314,Advanced Fuzzy Logic for Enhanced Energy Management and MPPT in High-Performance Hybrid Renewable Microgrids,2025,International Journal of Robotics and Control Systems,,5,6,2853-2872,Article,Elnaggar M.F.,,,Prince Sattam Bin Abdulaziz University,Saudi Arabia,0,1,
2-s2.0-105018060394,10.1080/17452007.2025.2548549,ETFE-foils in pneumatically retractable civil engineering structures,2025,Architectural Engineering and Design Management,17452007,,,,Review,Runge D.,,,Universität Duisburg-Essen,Germany,0,1,
2-s2.0-105029103505,10.1097/HC9.0000000000000617,Hydrogen peroxide damage to rat liver sinusoidal endothelial cells is prevented by n-acetyl-cysteine but not GSH,2025,Hepatology Communications,,9,2,,Article,Kruse L.D.,,,UiT Norges Arktiske Universitet,Norway,3,1,
2-s2.0-85216130489,10.1109/TCE.2025.3532660,Photovoltaic MPPT Performance Adaptability to Partial Shading Resilience and Load Variations With Modified Adaptive Jaya Optimization,2025,IEEE Transactions on Consumer Electronics,00983063,71,1,734-747,Article,Senapati M.K.,,,"Government College of Engineering, Keonjhar",India,58,0,
2-s2.0-105002213128,10.1080/17452007.2025.2486176,Redefining walking: a bio-inspired kinetic architecture,2025,Architectural Engineering and Design Management,17452007,21,6,1562-1581,Article,Fang Y.,,,Waseda University,Japan,0,1,
2-s2.0-105012241596,10.1109/JSEN.2025.3591671,An Adaptive Envelope Orthogonal Sparsity Matching Method for Rolling Bearing Transient Feature Enhancement,2025,IEEE Sensors Journal,1530437X,25,17,32371-32382,Article,Li Q.,,,Southwest Petroleum University China,China,0,0,
2-s2.0-105005327434,10.1109/TASE.2025.3569539,Enhanced Adaptive Prescribed Performance Constrained Control With Safe Dynamic Envelope for Input-Saturated Nonlinear System,2025,IEEE Transactions on Automation Science and Engineering,15455955,22,,15396-15407,Article,Wang Y.,,,"College of Information Science and Engineering, Northeastern University",China,11,0,
2-s2.0-105027912674,10.26830/symmetry_2025_4_397,FOLDING THE RULE: BEHAVIOR OF TOPOLOGICAL SCALE DISRUPTIONS IN SYMMETRIC YOSHIMURA PATTERNS,2025,Symmetry Culture and Science,08654824,36,4,397-408,Article,De Souza Sánchez P.M.,,,Universidad Europea de Canarias,Spain,0,0,
2-s2.0-105024853067,10.1080/13467581.2025.2604355,Comparative assessment of thermal comfort and energy performance in current and prototype school buildings in Erbil’s hot semiarid climate,2025,Journal of Asian Architecture and Building Engineering,13467581,,,,Article,Miran F.D.,,,Salahaddin University-Erbil,Iraq,0,1,
2-s2.0-86000379554,10.1080/17459737.2024.2419079,"The envelopes and amplitude fluctuations of consonant intervals and chords, and their inversions, arising in different tuning systems",2025,Journal of Mathematics and Music,17459737,19,1,67-94,Article,Nuño L.,,,Universitat Politècnica de València,Spain,1,0,
2-s2.0-105011098115,10.1016/j.eng.2025.07.008,Material and Structural Optimization of Novel Phase-Change Thermal Diode for Dynamic Building Envelope,2025,Engineering,20958099,,,,Article,Zhao H.,,,Tsinghua University,China,5,1,
2-s2.0-85215763538,10.56318/as/2.2024.136,Formation of the principles of tectonics of modern architectural forms,2024,Architectural Studies,2411801X,10,2,136-148,Article,Davydov A.,,,National Academy of Fine Arts and Architecture,Ukraine,0,1,
2-s2.0-85210657291,10.1016/j.conbuildmat.2024.139147,Multiaxial characterisation and nonlinear thermoviscoelastic isotropic and orthotropic constitutive models of ETFE membranes,2024,Construction and Building Materials,09500618,457,,,Article,Comitti A.,,,University College London,United Kingdom,4,1,
2-s2.0-105026191910,10.54338/27382656-2024.7-08,SMART AND DYNAMIC FACADES: A PATH TO ENERGY OPTIMIZATION IN ARID ENVIRONMENTS,2024,Journal of Architectural and Engineering Research,,7,,84-102,Article,Zekraoui D.,,,Université Mohamed Khider Biskra,Algeria,2,1,
2-s2.0-85213290982,10.3390/buildings14124053,Environmental and Energy Performances of the Nearly Net-Zero Energy Solar Decathlon House with Dynamic Facades: A Comparison of Four Climate Regions,2024,Buildings,,14,12,,Article,Gong F.,,,Xiamen University,China,3,1,
2-s2.0-85211459943,10.35378/gujs.1389930,Status Quo of Multi-Objective Design Optimization of Kinetic Facades: A Quantitative Review,2024,Gazi University Journal of Science,,37,4,1616-1631,Article,Sadeghi J.,,,Massey University Auckland,New Zealand,2,1,
2-s2.0-85211809819,10.3390/app142310979,Energy-Efficient Adaptive Dynamic Building Facades: A Review of Their Energy Efficiency and Operating Loads,2024,Applied Sciences Switzerland,,14,23,,Review,Zhangabay N.,,,M. Auezov South Kazakhstan University,Kazakhstan,21,1,
2-s2.0-85210503469,10.1038/s41467-024-54808-8,Weather-responsive adaptive shading through biobased and bioinspired hygromorphic 4D-printing,2024,Nature Communications,,15,1,,Article,Cheng T.,,,Universität Stuttgart,Germany,45,1,
2-s2.0-85211184888,10.1016/j.jobe.2024.111472,Adaptive facades for emotionally enriching indoor environments,2024,Journal of Building Engineering,,98,,,Article,Beatini V.,,,Aarhus Universitet,Denmark,12,0,
2-s2.0-85209399497,10.1016/j.jobe.2024.111310,"Review of dynamic façade typologies, physical performance and control methods: Towards smarter and cleaner zero-energy buildings",2024,Journal of Building Engineering,,98,,,Review,Wang M.,,,Hong Kong University of Science and Technology,Hong Kong,21,0,
2-s2.0-85213353712,10.1088/1361-665X/ad9446,Solar-powered thermo-pneumatic actuators for passively controlled adaptive shading,2024,Smart Materials and Structures,09641726,33,12,,Article,Louis R.,,,ETH Zürich,Switzerland,3,1,
2-s2.0-85208768810,10.1016/j.renene.2024.121846,Design and application optimization of static and dynamic shading technologies in multi-climate based on parameter simulation,2024,Renewable Energy,09601481,237,,,Article,Wu S.,,,Tsinghua University,China,11,0,
2-s2.0-85204708792,10.1016/j.esd.2024.101563,Efficient daylighting and thermal performance through tessellation of geometric patterns in building façade: A systematic review,2024,Energy for Sustainable Development,09730826,83,,,Review,Dastoum M.,,,Universidad Politécnica de Madrid,Spain,13,1,
2-s2.0-85207023604,10.1016/j.enbuild.2024.114927,Evaluation of a Kirigami-inspired double-skin adaptive façade for natural ventilation and solar harvesting to enhance indoor environment and energy performance,2024,Energy and Buildings,03787788,324,,,Article,Arauz R.,,,Swanson School of Engineering,United States,11,0,
2-s2.0-85213206200,10.3390/buildings14123886,Optimization of the Dynamic External Shading Control for Railway Stations in China Based on Energy Use Intensity (EUI) of Lighting and HVAC Systems,2024,Buildings,,14,12,,Article,Zhang H.,,,Southwest Jiaotong University,China,3,1,
2-s2.0-85201048940,10.1061/JAEIED.AEENG-1784,Smart Building Skins for Urban Heat Island Mitigation: A Review,2024,Journal of Architectural Engineering,10760431,30,4,,Review,Talaei M.,,,Ferdowsi University of Mashhad,Iran,5,0,
2-s2.0-85217873829,10.15627/jd.2024.26,Design Alternatives of Light Shelves using Altmann Linkage,2024,Journal of Daylighting,23838701,11,2,391-407,Article,Atarer F.,,,Erciyes Üniversitesi,Turkey,1,0,
2-s2.0-85212765623,10.15627/JD.2024.24,Parametric Optimization Approach to Evaluate Dynamic Shading Within Double-Skin Insulated Glazed Units for Multi-Criteria Daylighting Performance in Tropics,2024,Journal of Daylighting,23838701,11,2,349-371,Article,Bahdad A.A.,,,Universiti Sains Malaysia,Malaysia,8,1,
2-s2.0-85208287543,10.1016/j.jobe.2024.111266,Effectiveness of a dynamic living wall system of plants on indoor thermal environment in summer - An experimental study,2024,Journal of Building Engineering,,98,,,Article,Wang M.,,,The University of Kitakyushu;Qingdao Binhai University,Japan;China,6,0,
2-s2.0-85206235983,10.1016/j.jobe.2024.111039,Machine-learning to analyze human-building interactions: How do people use mobile solar protections?,2024,Journal of Building Engineering,,98,,,Article,Roca-Musach M.,,,Universitat Politècnica de Catalunya,Spain,3,1,
2-s2.0-85211459958,10.35378/gujs.1471707,Application of Biomimetic Strategies in Building Envelope Design for Water Harvesting,2024,Gazi University Journal of Science,,37,4,1575-1594,Article,Cenk Z.K.,,,Gazi Üniversitesi,Turkey,2,1,
2-s2.0-85206656325,10.1016/j.enbuild.2024.114884,Dynamically transparent microfluidic layers for adaptive thermal management and energy efficiency in smart façades and windows,2024,Energy and Buildings,03787788,324,,,Article,Panigrahi B.,,,National Chin-Yi University of Technology,Taiwan,8,0,
2-s2.0-85208167470,10.1038/s41598-024-77488-2,Experimental validation of effective zebra optimization algorithm-based MPPT under partial shading conditions in photovoltaic systems,2024,Scientific Reports,,14,1,,Article,Abdelmalek F.,,,Université Ferhat Abbas Sétif 1,Algeria,26,1,
2-s2.0-85205930214,10.1016/j.enbuild.2024.114877,An adaptive architecture for strategic Enhancement of energy yield in shading sensitive Building-Applied Photovoltaic systems under Real-Time environments,2024,Energy and Buildings,03787788,324,,,Article,Ranjan Satpathy P.,,,Universiti Tenaga Nasional,Malaysia,25,0,
2-s2.0-85211821540,10.3390/en17236095,Developing an Optimized Energy-Efficient Sustainable Building Design Model in an Arid and Semi-Arid Region: A Genetic Algorithm Approach,2024,Energies,,17,23,,Article,Ayoobi A.W.,,,Eskisehir Technical University;Kabul Polytechnic University,Turkey;Afghanistan,11,1,
2-s2.0-85214800463,,TRANSFORMATION OF DEVELOPABLE SURFACES IN APPLIED TASKS OF CONSTRUCTIONAL PHYSICS,2024,International Journal on Technical and Physical Problems of Engineering,,16,61,32-39,Article,Kozak Y.V.,,,Kyiv National University of Construction and Architecture,Ukraine,0,0,
2-s2.0-85186257121,10.1007/s10457-024-00965-0,Combining field experiments under an agrivoltaic system and a kinetic fruit model to understand the impact of shading on apple carbohydrate metabolism and quality,2024,Agroforestry Systems,01674366,98,8,2829-2846,Article,Juillion P.,,,Unité de Recherche Plantes et Systèmes de Culture Horticoles;Sun’Agri,France;France,15,0,
2-s2.0-85211821645,10.3390/su162310405,The Development of an Advanced Facade Map: An Evolving Resource for Documenting Case Studies,2024,Sustainability Switzerland,,16,23,,Article,Lamberti V.,,,"University of California, Berkeley;Politecnico di Bari",United States;Italy,2,1,
2-s2.0-85208493912,10.1016/j.renene.2024.121801,Enhancing photovoltaic MPPT with P&O algorithm performance based on adaptive PID control using exponential forgetting recursive least squares method,2024,Renewable Energy,09601481,237,,,Article,Girgis M.E.,,,"Faculty of Engineering, Cairo University",Egypt,27,0,
2-s2.0-85211806010,10.3390/su162310170,Dynamic Window Technologies for Energy Efficiency in Condominiums in Tropical Climates,2024,Sustainability Switzerland,,16,23,,Article,Nguansonsakul O.,,,Prince of Songkla University,Thailand,0,1,
2-s2.0-85210399097,10.1002/solr.202400465,Performance Analysis of Dynamic Building-Integrated Photovoltaic Shading System for High Technology Readiness Level Validation,2024,Solar Rrl,,8,24,,Article,Liang T.S.,,,Scuola Universitaria Professionale della Svizzera Italiana,Switzerland,3,1,
2-s2.0-85203595360,10.1061/JAEIED.AEENG-1725,Wind-Induced Dynamic Behavior of Single-Skin Curtain-Wall System: A Comparative Numerical Study,2024,Journal of Architectural Engineering,10760431,30,4,,Article,Bakhtiari A.,,,"Thornton Tomasetti, Inc.",United States,8,0,
2-s2.0-85200792993,10.15627/jd.2024.14,Synergistic Strategies: Comparing Energy Performance in Climate-Adaptive Building Envelopes for Iran's Cold Semi-Arid Climate,2024,Journal of Daylighting,23838701,11,2,181-202,Article,Gholami H.,,,Ferdowsi University of Mashhad,Iran,4,1,
2-s2.0-85205445635,10.1061/JAEIED.AEENG-1775,Optimization Method for the Deployment Route of Generalized Scissor Linkages,2024,Journal of Architectural Engineering,10760431,30,4,,Article,Süalp Ç.,,,Gebze Teknik Üniversitesi,Turkey,1,0,
